filename,breed,family
scottish_terrier_172,scottish terrier,dog
scottish_terrier_173,scottish terrier,dog
scottish_terrier_174,scottish terrier,dog
scottish_terrier_175,scottish terrier,dog
scottish_terrier_176,scottish terrier,dog
scottish_terrier_177,scottish terrier,dog
scottish_terrier_178,scottish terrier,dog
scottish_terrier_179,scottish terrier,dog
scottish_terrier_18,scottish terrier,dog
scottish_terrier_180,scottish terrier,dog
scottish_terrier_181,scottish terrier,dog
scottish_terrier_182,scottish terrier,dog
scottish_terrier_183,scottish terrier,dog
scottish_terrier_184,scottish terrier,dog
scottish_terrier_185,scottish terrier,dog
scottish_terrier_186,scottish terrier,dog
scottish_terrier_187,scottish terrier,dog
scottish_terrier_188,scottish terrier,dog
scottish_terrier_189,scottish terrier,dog
scottish_terrier_19,scottish terrier,dog
scottish_terrier_190,scottish terrier,dog
scottish_terrier_191,scottish terrier,dog
scottish_terrier_192,scottish terrier,dog
scottish_terrier_193,scottish terrier,dog
scottish_terrier_194,scottish terrier,dog
scottish_terrier_195,scottish terrier,dog
scottish_terrier_196,scottish terrier,dog
scottish_terrier_197,scottish terrier,dog
scottish_terrier_198,scottish terrier,dog
scottish_terrier_199,scottish terrier,dog
scottish_terrier_2,scottish terrier,dog
scottish_terrier_20,scottish terrier,dog
scottish_terrier_21,scottish terrier,dog
scottish_terrier_22,scottish terrier,dog
scottish_terrier_23,scottish terrier,dog
scottish_terrier_24,scottish terrier,dog
scottish_terrier_25,scottish terrier,dog
scottish_terrier_26,scottish terrier,dog
scottish_terrier_27,scottish terrier,dog
scottish_terrier_28,scottish terrier,dog
scottish_terrier_29,scottish terrier,dog
scottish_terrier_3,scottish terrier,dog
scottish_terrier_30,scottish terrier,dog
scottish_terrier_31,scottish terrier,dog
scottish_terrier_32,scottish terrier,dog
scottish_terrier_33,scottish terrier,dog
scottish_terrier_34,scottish terrier,dog
scottish_terrier_35,scottish terrier,dog
scottish_terrier_36,scottish terrier,dog
scottish_terrier_37,scottish terrier,dog
scottish_terrier_38,scottish terrier,dog
scottish_terrier_39,scottish terrier,dog
scottish_terrier_4,scottish terrier,dog
scottish_terrier_40,scottish terrier,dog
scottish_terrier_41,scottish terrier,dog
scottish_terrier_42,scottish terrier,dog
scottish_terrier_43,scottish terrier,dog
scottish_terrier_44,scottish terrier,dog
scottish_terrier_45,scottish terrier,dog
scottish_terrier_46,scottish terrier,dog
scottish_terrier_47,scottish terrier,dog
scottish_terrier_48,scottish terrier,dog
scottish_terrier_49,scottish terrier,dog
scottish_terrier_5,scottish terrier,dog
scottish_terrier_50,scottish terrier,dog
scottish_terrier_51,scottish terrier,dog
scottish_terrier_52,scottish terrier,dog
scottish_terrier_53,scottish terrier,dog
scottish_terrier_54,scottish terrier,dog
scottish_terrier_55,scottish terrier,dog
scottish_terrier_56,scottish terrier,dog
scottish_terrier_57,scottish terrier,dog
scottish_terrier_58,scottish terrier,dog
scottish_terrier_59,scottish terrier,dog
scottish_terrier_6,scottish terrier,dog
scottish_terrier_60,scottish terrier,dog
scottish_terrier_61,scottish terrier,dog
scottish_terrier_62,scottish terrier,dog
scottish_terrier_63,scottish terrier,dog
scottish_terrier_64,scottish terrier,dog
scottish_terrier_65,scottish terrier,dog
scottish_terrier_66,scottish terrier,dog
scottish_terrier_67,scottish terrier,dog
scottish_terrier_68,scottish terrier,dog
scottish_terrier_69,scottish terrier,dog
scottish_terrier_7,scottish terrier,dog
scottish_terrier_70,scottish terrier,dog
scottish_terrier_71,scottish terrier,dog
scottish_terrier_72,scottish terrier,dog
scottish_terrier_73,scottish terrier,dog
scottish_terrier_74,scottish terrier,dog
scottish_terrier_75,scottish terrier,dog
scottish_terrier_76,scottish terrier,dog
scottish_terrier_77,scottish terrier,dog
scottish_terrier_78,scottish terrier,dog
scottish_terrier_79,scottish terrier,dog
scottish_terrier_8,scottish terrier,dog
scottish_terrier_80,scottish terrier,dog
scottish_terrier_81,scottish terrier,dog
scottish_terrier_82,scottish terrier,dog
scottish_terrier_83,scottish terrier,dog
scottish_terrier_84,scottish terrier,dog
scottish_terrier_85,scottish terrier,dog
scottish_terrier_86,scottish terrier,dog
scottish_terrier_87,scottish terrier,dog
scottish_terrier_88,scottish terrier,dog
scottish_terrier_89,scottish terrier,dog
scottish_terrier_9,scottish terrier,dog
scottish_terrier_90,scottish terrier,dog
scottish_terrier_91,scottish terrier,dog
scottish_terrier_92,scottish terrier,dog
scottish_terrier_93,scottish terrier,dog
scottish_terrier_94,scottish terrier,dog
scottish_terrier_95,scottish terrier,dog
scottish_terrier_96,scottish terrier,dog
scottish_terrier_97,scottish terrier,dog
scottish_terrier_98,scottish terrier,dog
scottish_terrier_99,scottish terrier,dog
shiba_inu_1,shiba inu,dog
shiba_inu_10,shiba inu,dog
shiba_inu_100,shiba inu,dog
shiba_inu_101,shiba inu,dog
shiba_inu_102,shiba inu,dog
shiba_inu_103,shiba inu,dog
shiba_inu_104,shiba inu,dog
shiba_inu_105,shiba inu,dog
shiba_inu_106,shiba inu,dog
shiba_inu_107,shiba inu,dog
shiba_inu_108,shiba inu,dog
shiba_inu_109,shiba inu,dog
shiba_inu_11,shiba inu,dog
shiba_inu_110,shiba inu,dog
shiba_inu_111,shiba inu,dog
shiba_inu_112,shiba inu,dog
shiba_inu_113,shiba inu,dog
shiba_inu_114,shiba inu,dog
shiba_inu_115,shiba inu,dog
shiba_inu_116,shiba inu,dog
shiba_inu_117,shiba inu,dog
shiba_inu_118,shiba inu,dog
shiba_inu_119,shiba inu,dog
shiba_inu_12,shiba inu,dog
shiba_inu_120,shiba inu,dog
shiba_inu_121,shiba inu,dog
shiba_inu_122,shiba inu,dog
shiba_inu_123,shiba inu,dog
shiba_inu_124,shiba inu,dog
shiba_inu_125,shiba inu,dog
shiba_inu_126,shiba inu,dog
shiba_inu_127,shiba inu,dog
shiba_inu_128,shiba inu,dog
shiba_inu_129,shiba inu,dog
shiba_inu_13,shiba inu,dog
shiba_inu_130,shiba inu,dog
shiba_inu_131,shiba inu,dog
shiba_inu_132,shiba inu,dog
shiba_inu_133,shiba inu,dog
shiba_inu_134,shiba inu,dog
shiba_inu_135,shiba inu,dog
shiba_inu_136,shiba inu,dog
shiba_inu_137,shiba inu,dog
shiba_inu_139,shiba inu,dog
shiba_inu_14,shiba inu,dog
shiba_inu_140,shiba inu,dog
shiba_inu_141,shiba inu,dog
shiba_inu_142,shiba inu,dog
shiba_inu_143,shiba inu,dog
shiba_inu_144,shiba inu,dog
shiba_inu_145,shiba inu,dog
shiba_inu_146,shiba inu,dog
shiba_inu_147,shiba inu,dog
shiba_inu_15,shiba inu,dog
shiba_inu_150,shiba inu,dog
shiba_inu_152,shiba inu,dog
shiba_inu_153,shiba inu,dog
shiba_inu_154,shiba inu,dog
shiba_inu_155,shiba inu,dog
shiba_inu_156,shiba inu,dog
shiba_inu_157,shiba inu,dog
shiba_inu_158,shiba inu,dog
shiba_inu_159,shiba inu,dog
shiba_inu_16,shiba inu,dog
shiba_inu_160,shiba inu,dog
shiba_inu_161,shiba inu,dog
shiba_inu_162,shiba inu,dog
shiba_inu_163,shiba inu,dog
shiba_inu_164,shiba inu,dog
shiba_inu_165,shiba inu,dog
shiba_inu_166,shiba inu,dog
shiba_inu_168,shiba inu,dog
shiba_inu_170,shiba inu,dog
shiba_inu_171,shiba inu,dog
shiba_inu_172,shiba inu,dog
shiba_inu_173,shiba inu,dog
shiba_inu_174,shiba inu,dog
shiba_inu_175,shiba inu,dog
shiba_inu_176,shiba inu,dog
shiba_inu_177,shiba inu,dog
shiba_inu_178,shiba inu,dog
shiba_inu_179,shiba inu,dog
shiba_inu_18,shiba inu,dog
shiba_inu_180,shiba inu,dog
shiba_inu_181,shiba inu,dog
shiba_inu_182,shiba inu,dog
shiba_inu_183,shiba inu,dog
shiba_inu_185,shiba inu,dog
shiba_inu_186,shiba inu,dog
shiba_inu_187,shiba inu,dog
shiba_inu_189,shiba inu,dog
shiba_inu_19,shiba inu,dog
shiba_inu_190,shiba inu,dog
shiba_inu_191,shiba inu,dog
shiba_inu_192,shiba inu,dog
shiba_inu_193,shiba inu,dog
shiba_inu_194,shiba inu,dog
shiba_inu_195,shiba inu,dog
shiba_inu_196,shiba inu,dog
shiba_inu_198,shiba inu,dog
shiba_inu_199,shiba inu,dog
shiba_inu_20,shiba inu,dog
shiba_inu_200,shiba inu,dog
shiba_inu_201,shiba inu,dog
shiba_inu_202,shiba inu,dog
shiba_inu_203,shiba inu,dog
shiba_inu_204,shiba inu,dog
shiba_inu_205,shiba inu,dog
shiba_inu_206,shiba inu,dog
shiba_inu_207,shiba inu,dog
shiba_inu_208,shiba inu,dog
shiba_inu_209,shiba inu,dog
shiba_inu_21,shiba inu,dog
shiba_inu_210,shiba inu,dog
shiba_inu_212,shiba inu,dog
shiba_inu_22,shiba inu,dog
shiba_inu_23,shiba inu,dog
shiba_inu_24,shiba inu,dog
shiba_inu_25,shiba inu,dog
shiba_inu_26,shiba inu,dog
shiba_inu_27,shiba inu,dog
shiba_inu_28,shiba inu,dog
shiba_inu_29,shiba inu,dog
shiba_inu_3,shiba inu,dog
shiba_inu_30,shiba inu,dog
shiba_inu_31,shiba inu,dog
shiba_inu_32,shiba inu,dog
shiba_inu_33,shiba inu,dog
shiba_inu_34,shiba inu,dog
shiba_inu_35,shiba inu,dog
shiba_inu_36,shiba inu,dog
shiba_inu_37,shiba inu,dog
shiba_inu_38,shiba inu,dog
shiba_inu_39,shiba inu,dog
shiba_inu_4,shiba inu,dog
shiba_inu_40,shiba inu,dog
shiba_inu_41,shiba inu,dog
shiba_inu_42,shiba inu,dog
shiba_inu_43,shiba inu,dog
shiba_inu_44,shiba inu,dog
shiba_inu_45,shiba inu,dog
shiba_inu_46,shiba inu,dog
shiba_inu_47,shiba inu,dog
shiba_inu_48,shiba inu,dog
shiba_inu_49,shiba inu,dog
shiba_inu_5,shiba inu,dog
shiba_inu_50,shiba inu,dog
shiba_inu_51,shiba inu,dog
shiba_inu_52,shiba inu,dog
shiba_inu_53,shiba inu,dog
shiba_inu_54,shiba inu,dog
shiba_inu_55,shiba inu,dog
shiba_inu_56,shiba inu,dog
shiba_inu_57,shiba inu,dog
shiba_inu_58,shiba inu,dog
shiba_inu_59,shiba inu,dog
shiba_inu_6,shiba inu,dog
shiba_inu_60,shiba inu,dog
shiba_inu_61,shiba inu,dog
shiba_inu_62,shiba inu,dog
shiba_inu_63,shiba inu,dog
shiba_inu_64,shiba inu,dog
shiba_inu_65,shiba inu,dog
shiba_inu_66,shiba inu,dog
shiba_inu_67,shiba inu,dog
shiba_inu_68,shiba inu,dog
shiba_inu_69,shiba inu,dog
shiba_inu_7,shiba inu,dog
shiba_inu_70,shiba inu,dog
shiba_inu_71,shiba inu,dog
shiba_inu_72,shiba inu,dog
shiba_inu_73,shiba inu,dog
shiba_inu_74,shiba inu,dog
shiba_inu_75,shiba inu,dog
shiba_inu_76,shiba inu,dog
shiba_inu_77,shiba inu,dog
shiba_inu_78,shiba inu,dog
shiba_inu_79,shiba inu,dog
shiba_inu_8,shiba inu,dog
shiba_inu_80,shiba inu,dog
shiba_inu_81,shiba inu,dog
shiba_inu_82,shiba inu,dog
shiba_inu_83,shiba inu,dog
shiba_inu_84,shiba inu,dog
shiba_inu_85,shiba inu,dog
shiba_inu_86,shiba inu,dog
shiba_inu_87,shiba inu,dog
shiba_inu_88,shiba inu,dog
shiba_inu_89,shiba inu,dog
shiba_inu_9,shiba inu,dog
shiba_inu_90,shiba inu,dog
shiba_inu_91,shiba inu,dog
shiba_inu_92,shiba inu,dog
shiba_inu_93,shiba inu,dog
shiba_inu_94,shiba inu,dog
shiba_inu_95,shiba inu,dog
shiba_inu_96,shiba inu,dog
shiba_inu_97,shiba inu,dog
shiba_inu_98,shiba inu,dog
shiba_inu_99,shiba inu,dog
Siamese_100,Siamese,cat
Siamese_101,Siamese,cat
Siamese_102,Siamese,cat
Siamese_103,Siamese,cat
Siamese_104,Siamese,cat
Siamese_106,Siamese,cat
Siamese_108,Siamese,cat
Siamese_109,Siamese,cat
Siamese_110,Siamese,cat
Siamese_111,Siamese,cat
Siamese_112,Siamese,cat
Siamese_113,Siamese,cat
Siamese_114,Siamese,cat
Siamese_115,Siamese,cat
Siamese_116,Siamese,cat
Siamese_117,Siamese,cat
Siamese_119,Siamese,cat
Siamese_120,Siamese,cat
Siamese_122,Siamese,cat
Siamese_125,Siamese,cat
Siamese_126,Siamese,cat
Siamese_127,Siamese,cat
Siamese_128,Siamese,cat
Siamese_129,Siamese,cat
Siamese_130,Siamese,cat
Siamese_131,Siamese,cat
Siamese_133,Siamese,cat
Siamese_135,Siamese,cat
Siamese_136,Siamese,cat
Siamese_137,Siamese,cat
Siamese_138,Siamese,cat
Siamese_139,Siamese,cat
Siamese_14,Siamese,cat
Siamese_140,Siamese,cat
Siamese_141,Siamese,cat
Siamese_142,Siamese,cat
Siamese_143,Siamese,cat
Siamese_144,Siamese,cat
Siamese_145,Siamese,cat
Siamese_146,Siamese,cat
Siamese_147,Siamese,cat
Siamese_148,Siamese,cat
Siamese_149,Siamese,cat
Siamese_150,Siamese,cat
Siamese_151,Siamese,cat
Siamese_152,Siamese,cat
Siamese_153,Siamese,cat
Siamese_154,Siamese,cat
Siamese_155,Siamese,cat
Siamese_156,Siamese,cat
Siamese_157,Siamese,cat
Siamese_158,Siamese,cat
Siamese_159,Siamese,cat
Siamese_160,Siamese,cat
Siamese_161,Siamese,cat
Siamese_162,Siamese,cat
Siamese_163,Siamese,cat
Siamese_164,Siamese,cat
Siamese_165,Siamese,cat
Siamese_167,Siamese,cat
Siamese_168,Siamese,cat
Siamese_169,Siamese,cat
Siamese_17,Siamese,cat
Siamese_170,Siamese,cat
Siamese_171,Siamese,cat
Siamese_172,Siamese,cat
Siamese_173,Siamese,cat
Siamese_174,Siamese,cat
Siamese_175,Siamese,cat
Siamese_176,Siamese,cat
Siamese_178,Siamese,cat
Siamese_179,Siamese,cat
Siamese_18,Siamese,cat
Siamese_180,Siamese,cat
Siamese_181,Siamese,cat
Siamese_182,Siamese,cat
Siamese_183,Siamese,cat
Siamese_184,Siamese,cat
Siamese_185,Siamese,cat
Siamese_186,Siamese,cat
Siamese_187,Siamese,cat
Siamese_188,Siamese,cat
Siamese_189,Siamese,cat
Siamese_19,Siamese,cat
Siamese_191,Siamese,cat
Siamese_193,Siamese,cat
Siamese_194,Siamese,cat
Siamese_195,Siamese,cat
Siamese_196,Siamese,cat
Siamese_198,Siamese,cat
Siamese_199,Siamese,cat
Siamese_20,Siamese,cat
Siamese_200,Siamese,cat
Siamese_201,Siamese,cat
Siamese_202,Siamese,cat
Siamese_203,Siamese,cat
Siamese_204,Siamese,cat
Siamese_205,Siamese,cat
Siamese_206,Siamese,cat
Siamese_207,Siamese,cat
Siamese_208,Siamese,cat
Siamese_209,Siamese,cat
Siamese_21,Siamese,cat
Siamese_210,Siamese,cat
Siamese_216,Siamese,cat
Siamese_218,Siamese,cat
Siamese_22,Siamese,cat
Siamese_222,Siamese,cat
Siamese_224,Siamese,cat
Siamese_225,Siamese,cat
Siamese_227,Siamese,cat
Siamese_228,Siamese,cat
Siamese_23,Siamese,cat
Siamese_231,Siamese,cat
Siamese_232,Siamese,cat
Siamese_233,Siamese,cat
Siamese_234,Siamese,cat
Siamese_237,Siamese,cat
Siamese_238,Siamese,cat
Siamese_24,Siamese,cat
Siamese_240,Siamese,cat
Siamese_247,Siamese,cat
Siamese_249,Siamese,cat
Siamese_25,Siamese,cat
Siamese_250,Siamese,cat
Siamese_254,Siamese,cat
Siamese_257,Siamese,cat
Siamese_26,Siamese,cat
Siamese_27,Siamese,cat
Siamese_28,Siamese,cat
Siamese_29,Siamese,cat
Siamese_30,Siamese,cat
Siamese_31,Siamese,cat
Siamese_32,Siamese,cat
Siamese_33,Siamese,cat
Siamese_34,Siamese,cat
Siamese_35,Siamese,cat
Siamese_36,Siamese,cat
Siamese_37,Siamese,cat
Siamese_39,Siamese,cat
Siamese_40,Siamese,cat
Siamese_41,Siamese,cat
Siamese_42,Siamese,cat
Siamese_43,Siamese,cat
Siamese_44,Siamese,cat
Siamese_46,Siamese,cat
Siamese_47,Siamese,cat
Siamese_48,Siamese,cat
Siamese_49,Siamese,cat
Siamese_5,Siamese,cat
Siamese_50,Siamese,cat
Siamese_51,Siamese,cat
Siamese_52,Siamese,cat
Siamese_53,Siamese,cat
Siamese_54,Siamese,cat
Siamese_55,Siamese,cat
Siamese_56,Siamese,cat
Siamese_57,Siamese,cat
Siamese_58,Siamese,cat
Siamese_59,Siamese,cat
Siamese_6,Siamese,cat
Siamese_60,Siamese,cat
Siamese_61,Siamese,cat
Siamese_63,Siamese,cat
Siamese_64,Siamese,cat
Siamese_65,Siamese,cat
Siamese_66,Siamese,cat
Siamese_67,Siamese,cat
Siamese_69,Siamese,cat
Siamese_70,Siamese,cat
Siamese_71,Siamese,cat
Siamese_72,Siamese,cat
Siamese_73,Siamese,cat
Siamese_74,Siamese,cat
Siamese_75,Siamese,cat
Siamese_76,Siamese,cat
Siamese_77,Siamese,cat
Siamese_78,Siamese,cat
Siamese_79,Siamese,cat
Siamese_80,Siamese,cat
Siamese_81,Siamese,cat
Siamese_82,Siamese,cat
Siamese_83,Siamese,cat
Siamese_84,Siamese,cat
Siamese_85,Siamese,cat
Siamese_86,Siamese,cat
Siamese_87,Siamese,cat
Siamese_88,Siamese,cat
Siamese_89,Siamese,cat
Siamese_9,Siamese,cat
Siamese_90,Siamese,cat
Siamese_91,Siamese,cat
Siamese_92,Siamese,cat
Siamese_93,Siamese,cat
Siamese_94,Siamese,cat
Siamese_95,Siamese,cat
Siamese_96,Siamese,cat
Siamese_97,Siamese,cat
Siamese_98,Siamese,cat
Siamese_99,Siamese,cat
Sphynx_1,Sphynx,cat
Sphynx_102,Sphynx,cat
Sphynx_103,Sphynx,cat
Sphynx_104,Sphynx,cat
Sphynx_105,Sphynx,cat
Sphynx_107,Sphynx,cat
Sphynx_108,Sphynx,cat
Sphynx_11,Sphynx,cat
Sphynx_110,Sphynx,cat
Sphynx_111,Sphynx,cat
Sphynx_112,Sphynx,cat
Sphynx_114,Sphynx,cat
Sphynx_115,Sphynx,cat
Sphynx_116,Sphynx,cat
Sphynx_117,Sphynx,cat
Sphynx_119,Sphynx,cat
Sphynx_12,Sphynx,cat
Sphynx_121,Sphynx,cat
Sphynx_122,Sphynx,cat
Sphynx_124,Sphynx,cat
Sphynx_125,Sphynx,cat
Sphynx_126,Sphynx,cat
Sphynx_127,Sphynx,cat
Sphynx_128,Sphynx,cat
Sphynx_129,Sphynx,cat
Sphynx_130,Sphynx,cat
Sphynx_131,Sphynx,cat
Sphynx_132,Sphynx,cat
Sphynx_133,Sphynx,cat
Sphynx_134,Sphynx,cat
Sphynx_136,Sphynx,cat
Sphynx_137,Sphynx,cat
Sphynx_138,Sphynx,cat
Sphynx_139,Sphynx,cat
Sphynx_14,Sphynx,cat
Sphynx_141,Sphynx,cat
Sphynx_142,Sphynx,cat
Sphynx_143,Sphynx,cat
Sphynx_144,Sphynx,cat
Sphynx_145,Sphynx,cat
Sphynx_146,Sphynx,cat
Sphynx_148,Sphynx,cat
Sphynx_15,Sphynx,cat
Sphynx_150,Sphynx,cat
Sphynx_151,Sphynx,cat
Sphynx_152,Sphynx,cat
Sphynx_153,Sphynx,cat
Sphynx_155,Sphynx,cat
Sphynx_156,Sphynx,cat
Sphynx_157,Sphynx,cat
Sphynx_158,Sphynx,cat
Sphynx_159,Sphynx,cat
Sphynx_160,Sphynx,cat
Sphynx_162,Sphynx,cat
Sphynx_164,Sphynx,cat
Sphynx_165,Sphynx,cat
Sphynx_166,Sphynx,cat
Sphynx_167,Sphynx,cat
Sphynx_168,Sphynx,cat
Sphynx_169,Sphynx,cat
Sphynx_17,Sphynx,cat
Sphynx_170,Sphynx,cat
Sphynx_171,Sphynx,cat
Sphynx_172,Sphynx,cat
Sphynx_173,Sphynx,cat
Sphynx_174,Sphynx,cat
Sphynx_175,Sphynx,cat
Sphynx_176,Sphynx,cat
Sphynx_177,Sphynx,cat
Sphynx_178,Sphynx,cat
Sphynx_179,Sphynx,cat
Sphynx_18,Sphynx,cat
Sphynx_180,Sphynx,cat
Sphynx_181,Sphynx,cat
Sphynx_182,Sphynx,cat
Sphynx_183,Sphynx,cat
Sphynx_184,Sphynx,cat
Sphynx_185,Sphynx,cat
Sphynx_186,Sphynx,cat
Sphynx_187,Sphynx,cat
Sphynx_188,Sphynx,cat
Sphynx_189,Sphynx,cat
Sphynx_19,Sphynx,cat
Sphynx_190,Sphynx,cat
Sphynx_191,Sphynx,cat
Sphynx_192,Sphynx,cat
Sphynx_193,Sphynx,cat
Sphynx_194,Sphynx,cat
Sphynx_195,Sphynx,cat
Sphynx_196,Sphynx,cat
Sphynx_197,Sphynx,cat
Sphynx_198,Sphynx,cat
Sphynx_199,Sphynx,cat
Sphynx_2,Sphynx,cat
Sphynx_20,Sphynx,cat
Sphynx_200,Sphynx,cat
Sphynx_201,Sphynx,cat
Sphynx_202,Sphynx,cat
Sphynx_203,Sphynx,cat
Sphynx_204,Sphynx,cat
Sphynx_205,Sphynx,cat
Sphynx_206,Sphynx,cat
Sphynx_21,Sphynx,cat
Sphynx_211,Sphynx,cat
Sphynx_212,Sphynx,cat
Sphynx_213,Sphynx,cat
Sphynx_222,Sphynx,cat
Sphynx_223,Sphynx,cat
Sphynx_228,Sphynx,cat
Sphynx_229,Sphynx,cat
Sphynx_23,Sphynx,cat
Sphynx_230,Sphynx,cat
Sphynx_231,Sphynx,cat
Sphynx_232,Sphynx,cat
Sphynx_233,Sphynx,cat
Sphynx_234,Sphynx,cat
Sphynx_235,Sphynx,cat
Sphynx_236,Sphynx,cat
Sphynx_237,Sphynx,cat
Sphynx_238,Sphynx,cat
Sphynx_239,Sphynx,cat
Sphynx_24,Sphynx,cat
Sphynx_240,Sphynx,cat
Sphynx_241,Sphynx,cat
Sphynx_242,Sphynx,cat
Sphynx_243,Sphynx,cat
Sphynx_244,Sphynx,cat
Sphynx_245,Sphynx,cat
Sphynx_246,Sphynx,cat
Sphynx_247,Sphynx,cat
Sphynx_248,Sphynx,cat
Sphynx_249,Sphynx,cat
Sphynx_25,Sphynx,cat
Sphynx_250,Sphynx,cat
Sphynx_251,Sphynx,cat
Sphynx_252,Sphynx,cat
Sphynx_27,Sphynx,cat
Sphynx_28,Sphynx,cat
Sphynx_29,Sphynx,cat
Sphynx_3,Sphynx,cat
Sphynx_30,Sphynx,cat
Sphynx_31,Sphynx,cat
Sphynx_33,Sphynx,cat
Sphynx_34,Sphynx,cat
Sphynx_36,Sphynx,cat
Sphynx_37,Sphynx,cat
Sphynx_38,Sphynx,cat
Sphynx_39,Sphynx,cat
Sphynx_4,Sphynx,cat
Sphynx_40,Sphynx,cat
Sphynx_41,Sphynx,cat
Sphynx_42,Sphynx,cat
Sphynx_43,Sphynx,cat
Sphynx_44,Sphynx,cat
Sphynx_45,Sphynx,cat
Sphynx_46,Sphynx,cat
Sphynx_47,Sphynx,cat
Sphynx_48,Sphynx,cat
Sphynx_49,Sphynx,cat
Sphynx_5,Sphynx,cat
Sphynx_51,Sphynx,cat
Sphynx_53,Sphynx,cat
Sphynx_54,Sphynx,cat
Sphynx_55,Sphynx,cat
Sphynx_56,Sphynx,cat
Sphynx_57,Sphynx,cat
Sphynx_58,Sphynx,cat
Sphynx_59,Sphynx,cat
Sphynx_61,Sphynx,cat
Sphynx_65,Sphynx,cat
Sphynx_66,Sphynx,cat
Sphynx_67,Sphynx,cat
Sphynx_70,Sphynx,cat
Sphynx_71,Sphynx,cat
Sphynx_72,Sphynx,cat
Sphynx_73,Sphynx,cat
Sphynx_74,Sphynx,cat
Sphynx_75,Sphynx,cat
Sphynx_76,Sphynx,cat
Sphynx_77,Sphynx,cat
Sphynx_78,Sphynx,cat
Sphynx_8,Sphynx,cat
Sphynx_80,Sphynx,cat
Sphynx_82,Sphynx,cat
Sphynx_83,Sphynx,cat
Sphynx_84,Sphynx,cat
Sphynx_85,Sphynx,cat
Sphynx_87,Sphynx,cat
Sphynx_88,Sphynx,cat
Sphynx_89,Sphynx,cat
Sphynx_9,Sphynx,cat
Sphynx_90,Sphynx,cat
Sphynx_91,Sphynx,cat
Sphynx_92,Sphynx,cat
Sphynx_93,Sphynx,cat
Sphynx_94,Sphynx,cat
Sphynx_95,Sphynx,cat
Sphynx_96,Sphynx,cat
Sphynx_98,Sphynx,cat
Sphynx_99,Sphynx,cat
staffordshire_bull_terrier_1,staffordshire bull terrier,dog
staffordshire_bull_terrier_10,staffordshire bull terrier,dog
staffordshire_bull_terrier_100,staffordshire bull terrier,dog
staffordshire_bull_terrier_101,staffordshire bull terrier,dog
staffordshire_bull_terrier_102,staffordshire bull terrier,dog
staffordshire_bull_terrier_103,staffordshire bull terrier,dog
staffordshire_bull_terrier_104,staffordshire bull terrier,dog
staffordshire_bull_terrier_105,staffordshire bull terrier,dog
staffordshire_bull_terrier_106,staffordshire bull terrier,dog
staffordshire_bull_terrier_107,staffordshire bull terrier,dog
staffordshire_bull_terrier_108,staffordshire bull terrier,dog
staffordshire_bull_terrier_109,staffordshire bull terrier,dog
staffordshire_bull_terrier_11,staffordshire bull terrier,dog
staffordshire_bull_terrier_110,staffordshire bull terrier,dog
staffordshire_bull_terrier_111,staffordshire bull terrier,dog
staffordshire_bull_terrier_112,staffordshire bull terrier,dog
staffordshire_bull_terrier_113,staffordshire bull terrier,dog
staffordshire_bull_terrier_114,staffordshire bull terrier,dog
staffordshire_bull_terrier_115,staffordshire bull terrier,dog
staffordshire_bull_terrier_116,staffordshire bull terrier,dog
staffordshire_bull_terrier_117,staffordshire bull terrier,dog
staffordshire_bull_terrier_118,staffordshire bull terrier,dog
staffordshire_bull_terrier_119,staffordshire bull terrier,dog
staffordshire_bull_terrier_12,staffordshire bull terrier,dog
staffordshire_bull_terrier_120,staffordshire bull terrier,dog
staffordshire_bull_terrier_121,staffordshire bull terrier,dog
staffordshire_bull_terrier_122,staffordshire bull terrier,dog
staffordshire_bull_terrier_123,staffordshire bull terrier,dog
staffordshire_bull_terrier_124,staffordshire bull terrier,dog
staffordshire_bull_terrier_125,staffordshire bull terrier,dog
staffordshire_bull_terrier_126,staffordshire bull terrier,dog
staffordshire_bull_terrier_127,staffordshire bull terrier,dog
staffordshire_bull_terrier_128,staffordshire bull terrier,dog
staffordshire_bull_terrier_129,staffordshire bull terrier,dog
staffordshire_bull_terrier_13,staffordshire bull terrier,dog
staffordshire_bull_terrier_130,staffordshire bull terrier,dog
staffordshire_bull_terrier_131,staffordshire bull terrier,dog
staffordshire_bull_terrier_132,staffordshire bull terrier,dog
staffordshire_bull_terrier_133,staffordshire bull terrier,dog
staffordshire_bull_terrier_134,staffordshire bull terrier,dog
staffordshire_bull_terrier_135,staffordshire bull terrier,dog
staffordshire_bull_terrier_136,staffordshire bull terrier,dog
staffordshire_bull_terrier_137,staffordshire bull terrier,dog
staffordshire_bull_terrier_138,staffordshire bull terrier,dog
staffordshire_bull_terrier_139,staffordshire bull terrier,dog
staffordshire_bull_terrier_14,staffordshire bull terrier,dog
staffordshire_bull_terrier_140,staffordshire bull terrier,dog
staffordshire_bull_terrier_141,staffordshire bull terrier,dog
staffordshire_bull_terrier_143,staffordshire bull terrier,dog
staffordshire_bull_terrier_144,staffordshire bull terrier,dog
staffordshire_bull_terrier_145,staffordshire bull terrier,dog
staffordshire_bull_terrier_147,staffordshire bull terrier,dog
staffordshire_bull_terrier_149,staffordshire bull terrier,dog
staffordshire_bull_terrier_15,staffordshire bull terrier,dog
staffordshire_bull_terrier_150,staffordshire bull terrier,dog
staffordshire_bull_terrier_151,staffordshire bull terrier,dog
